url_path,views_total,views_unique
/FAROTECH/orbitfabric-studio,8,2
/FAROTECH/orbitfabric-studio/branches,1,1
/FAROTECH/orbitfabric-studio/commit/d146692b437a334ca6cac95ccb2c58967a7525dc,1,1
