url_path,views_total,views_unique
/FAROTECH/orbitfabric-studio,26,3
/FAROTECH/orbitfabric-studio/pulls,8,1
/FAROTECH/orbitfabric-studio/issues,7,1
/FAROTECH/orbitfabric-studio/pulse,5,1
/FAROTECH/orbitfabric-studio/community,4,1
/FAROTECH/orbitfabric-studio/graphs/traffic,2,1
/FAROTECH/orbitfabric-studio/pull/333,2,1
/FAROTECH/orbitfabric-studio/branches,1,1
/FAROTECH/orbitfabric-studio/commit/d146692b437a334ca6cac95ccb2c58967a7525dc,1,1
/FAROTECH/orbitfabric-studio/issues/325,1,1
