url_path,views_total,views_unique
/FAROTECH/orbitfabric-openobsw-opensvf-adapter,6,3
/FAROTECH/orbitfabric-openobsw-opensvf-adapter/deployments/github-pages,2,2
/FAROTECH/orbitfabric-openobsw-opensvf-adapter/graphs/traffic,1,1
/FAROTECH/orbitfabric-openobsw-opensvf-adapter/pulse,1,1
