url_path,views_total,views_unique
/FAROTECH/orbitfabric-eds-cfs-adapter,13,1
/FAROTECH/orbitfabric-eds-cfs-adapter/pulls,3,1
/FAROTECH/orbitfabric-eds-cfs-adapter/pull/17,1,1
/FAROTECH/orbitfabric-eds-cfs-adapter/releases/edit/v0.1.0,1,1
/FAROTECH/orbitfabric-eds-cfs-adapter/releases/tag/v0.1.0,1,1
